"","spcode","treatment","nfixer","pred_rgr","pred_d13c","pred_d15n","pred_total_biomass_2","pred_above_biomass_2","pred_below_biomass_exp","pred_amax_exp","pred_wue_exp","pred_pnue_exp"
"84","gs","plus_water","fixer",0.00454470488548254,-28.3672106025246,-1.45300869175668,14.2684947221981,5.72769680304035,8.49976029197994,13.3294911323528,2.97479155238133,66.9141344570152
"85","gs","plus_water","fixer",0.0043999233593661,-28.3550616995765,-1.4218597094423,14.3670774669279,5.77555521386759,8.55616029985921,13.265972977873,2.97125390009738,66.6827500548715
"86","gs","plus_water","fixer",0.00454470488548254,-28.3672106025246,-1.45300869175668,14.2684947221981,5.72769680304035,8.49976029197994,13.3294911323528,2.97479155238133,66.9141344570152
"87","gs","plus_nutrients","fixer",0.00776256073417083,-27.599493305281,-1.33515089940924,16.8128881138578,6.25385648713403,10.754132216647,9.70109249149078,4.072551926039,46.7790798485639
"88","gs","plus_nutrients","fixer",0.00622816825511106,-27.4707394109654,-1.00503444411569,17.9641084459881,6.79392324717847,11.534938148176,9.22222110323748,4.02151654053784,45.0929308627354
"89","gs","plus_nutrients","fixer",0.00741160029866594,-27.5700435240558,-1.25964361134684,17.0728435267848,6.37541293224665,10.9279290495618,9.58941262626195,4.06082180730048,46.3879303296809
"90","dr","no_additions","fixer",0.0112125153675577,-29.4368290113748,-1.6336769509295,8.48600806464039,5.12119520018517,3.37537123538647,10.0249465067525,3.58560804266485,65.6722725363053
"91","dr","no_additions","fixer",0.011415225852246,-29.4538388473056,-1.67728904338263,8.38007861869891,5.05816189921372,3.34426044747666,10.0922161763532,3.59158671377114,65.9915489598771
"92","dr","no_additions","fixer",0.011415225852246,-29.4538388473056,-1.67728904338263,8.38007861869891,5.05816189921372,3.34426044747666,10.0922161763532,3.59158671377114,65.9915489598771
"93","dr","plus_water_nutrients","fixer",0.0145927996242415,-29.2059071027995,-1.99111175602768,14.0544865461091,8.34294402645192,5.74682077539595,11.0794042403913,3.05121929996024,73.5956405667157
"94","dr","plus_water_nutrients","fixer",0.0157685609594663,-29.3045675516494,-2.24407061078787,13.2724879963648,7.88141947173813,5.44631083810992,11.5176261270096,3.08084689839982,75.6953008180817
"95","dr","plus_water_nutrients","fixer",0.0150274364446168,-29.2423783342478,-2.08462157730252,13.7628020070427,8.17080505553785,5.63384834335005,11.2394220787057,3.06213821956114,74.3649368815022
"96","dr","plus_water_nutrients","fixer",0.0140098494058601,-29.1569906020782,-1.8656930888151,14.4505063689563,8.57664025393298,5.90190827096624,10.8683538207061,3.03663556546601,72.5763135962262
"97","dr","plus_water","fixer",0.0126618841819772,-29.6840995722673,-2.1786533713538,10.913978134689,5.88521999340552,5.05690702898745,12.4042878976637,3.17192502055137,76.4713692738456
"98","dr","plus_water","fixer",0.014288405754587,-29.8205842002356,-2.52859091558462,9.96845009912533,5.35391893889129,4.69480303313026,13.0881118706683,3.2146117219067,79.5058988061387
"99","dr","plus_water","fixer",0.0131423528959449,-29.7244166481552,-2.28202368299118,10.6302148019792,5.72566030469349,4.94712901722754,12.6024823974421,3.18447519038417,77.3555022147007
"100","dr","plus_water","fixer",0.0128957936596946,-29.7037273771376,-2.22897776273177,10.7753650372988,5.80726667747228,5.00316215032504,12.5003837087387,3.17802870490177,76.9005275652203
"101","dr","plus_nutrients","fixer",0.0146762869670063,-28.8153981587126,-1.80187899481481,13.9494591965675,6.84552285808282,6.75971290738759,8.67632019006826,4.29969320263248,51.9431298321956
"102","dr","plus_nutrients","fixer",0.0156399060974753,-28.8962573374287,-2.00919657225654,13.3093349814072,6.50242926847633,6.46861919803877,8.95658638443689,4.33388072088601,53.1545769200659
"103","dr","plus_nutrients","fixer",0.0151326910603431,-28.8536959248974,-1.90007193014915,13.6443996776569,6.68192213300703,6.62024287211119,8.8079538337255,4.3158518722262,52.5134332585021
"104","to","no_additions","nonfixer",0.00496071294928094,-30.1503007895546,1.5084088699373,3.6265199455704,0.874899172179968,2.63260256236989,4.8483649414382,2.20902310962802,53.0350272753543
"105","to","no_additions","nonfixer",0.00412928379980835,-30.0805339324414,1.68728646963709,3.91703468566566,0.985372509931825,2.73451007214136,4.71717948735194,2.19397969799326,51.9904736973595
"106","to","no_additions","nonfixer",0.00496071294928094,-30.1503007895546,1.5084088699373,3.6265199455704,0.874899172179968,2.63260256236989,4.8483649414382,2.20902310962802,53.0350272753543
"107","to","no_additions","nonfixer",0.00729019785147788,-30.3457724547253,1.00723247011271,2.87216962170825,0.600348225870406,2.36685708974647,5.23567496492891,2.25172311915004,56.0747660930222
"108","to","plus_water_nutrients","nonfixer",0.00607585980900747,-30.1526363474237,-1.68806737570338,5.60352655529749,1.66329529676641,3.74475574065183,4.84142557582833,1.10252783557183,46.494224995601
"109","to","plus_water_nutrients","nonfixer",0.00524443065953488,-30.0828694903105,-1.50918977600359,5.96328837428718,1.8143737721317,3.88971447376523,4.71042788480027,1.09501963885039,45.5784960600222
"110","to","plus_water_nutrients","nonfixer",0.00655632852297516,-30.1929534233116,-1.79143768734076,5.40072911176697,1.5789833132563,3.66346260289415,4.91878140053444,1.10689014284333,47.0317735744807
"111","to","plus_water_nutrients","nonfixer",0.00524443065953488,-30.0828694903105,-1.50918977600359,5.96328837428718,1.8143737721317,3.88971447376523,4.71042788480027,1.09501963885039,45.5784960600222
"112","to","plus_water","nonfixer",0.00395695633772447,-30.1039018295567,1.61780350982015,4.44982483440186,1.18749695286369,2.90581828710305,5.12964778898065,1.1368504778045,56.8777351423976
"113","to","plus_water","nonfixer",0.00395695633772447,-30.1039018295567,1.61780350982015,4.44982483440186,1.18749695286369,2.90581828710305,5.12964778898065,1.1368504778045,56.8777351423976
"114","to","plus_water","nonfixer",0.00526885420116475,-30.2139857625578,1.33555559848298,3.96576619847353,0.998625356515616,2.73679641459731,5.35654440590179,1.14917444685251,58.6912906718937
"115","to","plus_nutrients","nonfixer",0.00651497378095328,-29.8618607663058,-1.09716574327244,5.12278519312455,1.39343971304289,3.453275020592,5.13824331382991,2.17310311958106,45.1201871197758
"116","to","plus_nutrients","nonfixer",0.00603450506698558,-29.8215436904179,-0.993795431635061,5.32034403667243,1.47270969045754,3.52990404411263,5.05743609417206,2.16453881570541,44.6044869744983
"117","to","plus_nutrients","nonfixer",0.00651497378095328,-29.8618607663058,-1.09716574327244,5.12278519312455,1.39343971304289,3.453275020592,5.13824331382991,2.17310311958106,45.1201871197758
